
523.0 3332.0
529.0 3323.0
545.0 3306.0
551.0 3299.0
557.0 3290.0
563.0 3283.0
564.0 3273.0
571.0 3266.0
577.0 3259.0
584.0 3254.0
586.0 3247.0
592.0 3240.0
598.0 3231.0
599.0 3223.0
604.0 3222.0
605.0 3216.0
606.0 3208.0
612.0 3207.0
618.0 3200.0
620.0 3185.0
625.0 3183.0
626.0 3182.0
627.0 3176.0
632.0 3175.0
638.0 3166.0
640.0 3164.0
645.0 3151.0
646.0 3149.0
652.0 3146.0
660.0 3125.0
666.0 3124.0
674.0 3100.0
680.0 3099.0
686.0 3084.0
700.0 3053.0
706.0 3035.0
713.0 3029.0
720.0 3015.0
748.0 2968.0
754.0 2950.0
