kp28cW-WZL.DAT
1.6663610935211182
53047.0 165830.0
55882.0 164961.0
57137.0 164710.0
57427.0 164618.0
58502.0 163910.0
59910.0 163846.0
60200.0 163754.0
63360.0 162890.0
64235.0 162695.0
64615.0 162639.0
64735.0 162322.0
66437.0 161670.0
67015.0 161571.0
67127.0 161558.0
67720.0 161520.0
68615.0 161483.0
68650.0 161264.0
68825.0 161202.0
69980.0 160683.0
71388.0 160619.0
71508.0 160302.0
71930.0 160083.0
73765.0 159935.0
73900.0 159538.0
74493.0 159500.0
74994.0 159355.0
75748.0 159249.0
75952.0 159200.0
78145.0 158723.0
78872.0 158240.0
79374.0 158143.0
79958.0 157812.0
79967.0 157754.0
81222.0 157503.0
82505.0 157353.0
83287.0 157125.0
83615.0 156695.0
83995.0 156639.0
84898.0 156545.0
85252.0 156160.0
86147.0 156123.0
87667.0 155913.0
88320.0 155488.0
89278.0 155333.0
90060.0 155105.0
90440.0 155049.0
90507.0 154753.0
90560.0 154732.0
90682.0 154691.0
90717.0 154472.0
91100.0 154364.0
91212.0 154351.0
91275.0 154302.0
91757.0 154183.0
92355.0 154113.0
92530.0 154051.0
92952.0 153968.0
93545.0 153930.0
94440.0 153893.0
94800.0 153679.0
94975.0 153617.0
95128.0 153249.0
95657.0 153205.0
96137.0 152971.0
96622.0 152710.0
96797.0 152648.0
97312.0 152598.0
98800.0 152523.0
99010.0 152242.0
99079.0 152148.0
100037.0 151993.0
100290.0 151809.0
100819.0 151765.0
101573.0 151659.0
101748.0 151597.0
102667.0 151125.0
102957.0 151033.0
103950.0 150975.0
104430.0 150741.0
105199.0 150553.0
105319.0 150236.0
106108.0 150227.0
107135.0 149978.0
107372.0 149918.0
108330.0 149763.0
109559.0 149183.0
110027.0 148841.0
110152.0 148794.0
110212.0 148758.0
110327.0 148732.0
110387.0 148696.0
110809.0 148613.0
111407.0 148543.0
112297.0 148538.0
112332.0 148319.0
112507.0 148257.0
112657.0 147973.0
114145.0 147898.0
114180.0 147679.0
114355.0 147617.0
115189.0 147401.0
116657.0 147168.0
116867.0 146887.0
117250.0 146779.0
117362.0 146766.0
118505.0 146528.0
118680.0 146466.0
118715.0 146247.0
119549.0 146031.0
120867.0 145731.0
121397.0 145391.0
121460.0 145342.0
121572.0 145329.0
121942.0 145223.0
122715.0 145091.0
123640.0 144867.0
124135.0 144746.0
124904.0 144558.0
125024.0 144241.0
125488.0 144227.0
126322.0 144011.0
126717.0 143647.0
128009.0 143439.0
128495.0 143376.0
129264.0 143188.0
129439.0 143126.0
130397.0 142971.0
132219.0 142002.0
132705.0 141939.0
133474.0 141751.0
134894.0 141406.0
136037.0 141168.0
136212.0 141106.0
136247.0 140887.0
136577.0 140336.0
139254.0 140036.0
140572.0 139736.0
140787.0 138899.0
141489.0 138730.0
143464.0 138599.0
144062.0 138179.0
146027.0 138016.0
146202.0 137954.0
146835.0 137315.0
150562.0 136584.0
150962.0 135664.0
154052.0 135027.0
154452.0 134107.0
154662.0 124919.0
154921.0 114486.0
155272.0 114261.0
156472.0 113909.0
156743.0 113517.0
