2KP50-1.dat
0.20702600479125977
1683.0 1862.0
1689.0 1857.0
1712.0 1856.0
1758.0 1854.0
1788.0 1842.0
1807.0 1840.0
1811.0 1838.0
1813.0 1835.0
1861.0 1833.0
1864.0 1817.0
1879.0 1812.0
1888.0 1810.0
1896.0 1805.0
1902.0 1803.0
1905.0 1798.0
1934.0 1796.0
1938.0 1785.0
1948.0 1784.0
1969.0 1779.0
1976.0 1773.0
1980.0 1766.0
1994.0 1765.0
1995.0 1759.0
2001.0 1756.0
2002.0 1753.0
2010.0 1749.0
2027.0 1746.0
2028.0 1742.0
2034.0 1737.0
2043.0 1730.0
2055.0 1720.0
2056.0 1716.0
2057.0 1707.0
2062.0 1703.0
2063.0 1697.0
2069.0 1693.0
2089.0 1687.0
2090.0 1678.0
2091.0 1668.0
2121.0 1664.0
2122.0 1655.0
2150.0 1629.0
2157.0 1602.0
2158.0 1593.0
2170.0 1583.0
2176.0 1569.0
2181.0 1541.0
2198.0 1538.0
2199.0 1471.0
2201.0 1463.0
2204.0 1443.0
