2KP50-3.dat
0.2118229866027832
1437.0 1726.0
1451.0 1723.0
1487.0 1722.0
1503.0 1721.0
1539.0 1720.0
1552.0 1715.0
1588.0 1707.0
1601.0 1702.0
1637.0 1701.0
1643.0 1695.0
1656.0 1690.0
1692.0 1689.0
1711.0 1673.0
1717.0 1665.0
1731.0 1655.0
1736.0 1649.0
1750.0 1637.0
1751.0 1632.0
1753.0 1621.0
1763.0 1619.0
1770.0 1617.0
1780.0 1615.0
1806.0 1606.0
1824.0 1581.0
1837.0 1563.0
1842.0 1555.0
1857.0 1537.0
1865.0 1517.0
1874.0 1515.0
1876.0 1504.0
1885.0 1499.0
1894.0 1497.0
1898.0 1481.0
1901.0 1480.0
1907.0 1479.0
1909.0 1468.0
1914.0 1462.0
1916.0 1456.0
1925.0 1454.0
1932.0 1437.0
1936.0 1419.0
1939.0 1412.0
1945.0 1401.0
1954.0 1394.0
1961.0 1363.0
1965.0 1345.0
1968.0 1338.0
1983.0 1320.0
1988.0 1298.0
