2KP50-8.dat
0.24407291412353516
1209.0 2030.0
1295.0 2027.0
1316.0 2024.0
1318.0 2022.0
1320.0 2020.0
1322.0 2018.0
1341.0 2017.0
1343.0 2015.0
1361.0 2013.0
1363.0 2011.0
1368.0 2009.0
1380.0 2008.0
1382.0 2006.0
1389.0 2000.0
1391.0 1998.0
1409.0 1996.0
1411.0 1994.0
1428.0 1991.0
1430.0 1989.0
1438.0 1979.0
1444.0 1973.0
1452.0 1970.0
1471.0 1965.0
1487.0 1949.0
1498.0 1947.0
1503.0 1946.0
1517.0 1927.0
1535.0 1919.0
1537.0 1906.0
1540.0 1896.0
1550.0 1895.0
1558.0 1888.0
1563.0 1887.0
1592.0 1871.0
1606.0 1852.0
1621.0 1834.0
1642.0 1809.0
1657.0 1791.0
1660.0 1781.0
1671.0 1772.0
1672.0 1755.0
1673.0 1752.0
1677.0 1739.0
1695.0 1733.0
1698.0 1718.0
1709.0 1709.0
1723.0 1685.0
1724.0 1653.0
1726.0 1627.0
1738.0 1616.0
1742.0 1551.0
1748.0 1541.0
1756.0 1530.0
